deck_file,output_file,vdd,temp,width_inv,width_p1,width_p2,width_p3,width_p4,width_n1,width_n2,width_n3,width_n4,cload,switching_input,static_input,static_state
spice/generated/xor2_0155.cir,spice/outputs/xor2_0155_output.txt,1.58,53.1,1.067,1.774,1.516,1.311,1.076,1.61,1.686,1.534,0.618,15.16,b,a,0
spice/generated/xor2_0156.cir,spice/outputs/xor2_0156_output.txt,1.459,-1.7,0.576,1.408,1.421,1.393,1.953,0.99,1.451,1.675,1.176,5.33,b,a,1
spice/generated/xor2_0157.cir,spice/outputs/xor2_0157_output.txt,1.511,56.7,0.88,1.658,0.943,0.87,0.61,0.902,1.07,1.676,0.731,8.4,b,a,0
spice/generated/xor2_0158.cir,spice/outputs/xor2_0158_output.txt,1.455,115.6,0.945,1.642,0.653,0.631,1.146,1.335,1.269,0.655,0.634,11.53,b,a,1
spice/generated/xor2_0159.cir,spice/outputs/xor2_0159_output.txt,1.407,28.3,1.279,1.587,1.339,1.989,0.864,1.282,1.528,0.754,0.903,6.1,a,b,0
spice/generated/xor2_0160.cir,spice/outputs/xor2_0160_output.txt,1.5,5.5,0.8,1.674,1.042,1.916,1.581,1.244,1.425,1.187,0.703,1.13,b,a,1
spice/generated/xor2_0161.cir,spice/outputs/xor2_0161_output.txt,1.905,22.7,1.362,1.16,1.146,1.735,1.477,1.392,0.951,1.405,1.543,10.1,a,b,1
spice/generated/xor2_0162.cir,spice/outputs/xor2_0162_output.txt,1.981,8.1,1.195,1.237,1.364,0.864,1.064,1.725,1.089,0.671,1.346,12.25,a,b,0
spice/generated/xor2_0163.cir,spice/outputs/xor2_0163_output.txt,1.972,36.2,1.208,1.158,0.937,1.539,1.728,1.693,1.114,1.249,1.45,5.6,a,b,1
spice/generated/xor2_0164.cir,spice/outputs/xor2_0164_output.txt,1.873,-27.8,1.491,1.219,1.101,1.26,1.881,1.538,1.315,1.686,1.039,18.01,a,b,0
spice/generated/xor2_0165.cir,spice/outputs/xor2_0165_output.txt,1.861,68.5,0.855,1.47,0.566,1.975,1.516,1.099,1.629,1.949,1.146,1.2,b,a,0
spice/generated/xor2_0166.cir,spice/outputs/xor2_0166_output.txt,1.706,45.6,1.081,1.363,1.169,1.087,1.659,1.383,1.251,1.017,0.537,2.99,b,a,0
spice/generated/xor2_0167.cir,spice/outputs/xor2_0167_output.txt,1.47,115.2,0.642,0.968,1.183,0.81,1.224,1.214,1.157,1.545,0.978,6.71,a,b,0
spice/generated/xor2_0168.cir,spice/outputs/xor2_0168_output.txt,1.91,66.9,1.177,0.747,1.976,0.866,0.762,0.74,1.34,1.938,0.848,8.7,a,b,0
spice/generated/xor2_0169.cir,spice/outputs/xor2_0169_output.txt,1.784,31.3,0.529,1.421,0.796,1.388,1.083,1.557,0.809,1.628,1.713,2.19,a,b,0
spice/generated/xor2_0170.cir,spice/outputs/xor2_0170_output.txt,1.619,-7.5,0.614,1.506,1.234,1.949,0.97,1.083,1.089,0.671,1.028,9.7,a,b,1
spice/generated/xor2_0171.cir,spice/outputs/xor2_0171_output.txt,1.951,57.4,1.172,0.97,0.858,0.675,1.06,0.712,1.083,1.395,1.362,9.04,b,a,0
spice/generated/xor2_0172.cir,spice/outputs/xor2_0172_output.txt,1.733,40.8,0.64,0.972,1.177,0.58,1.039,0.514,0.705,1.723,1.946,10.6,b,a,1
spice/generated/xor2_0173.cir,spice/outputs/xor2_0173_output.txt,1.811,28.6,1.34,1.233,0.624,0.546,1.642,0.938,0.912,1.306,0.752,9.69,b,a,0
spice/generated/xor2_0174.cir,spice/outputs/xor2_0174_output.txt,1.744,4.2,1.043,1.986,1.313,1.635,1.64,1.162,0.828,1.138,1.604,13.42,a,b,1
spice/generated/xor2_0175.cir,spice/outputs/xor2_0175_output.txt,1.925,-34.7,0.763,1.793,0.63,1.798,0.676,1.718,0.815,1.606,1.534,17.36,b,a,0
spice/generated/xor2_0176.cir,spice/outputs/xor2_0176_output.txt,1.77,89.5,1.314,1.708,1.355,1.298,1.395,0.753,1.969,0.939,1.359,19.1,a,b,0
spice/generated/xor2_0177.cir,spice/outputs/xor2_0177_output.txt,1.978,89.6,1.419,1.989,1.801,0.69,1.799,0.875,1.567,1.743,1.642,13.85,b,a,0
spice/generated/xor2_0178.cir,spice/outputs/xor2_0178_output.txt,1.746,4.3,0.914,1.178,1.45,1.82,0.64,1.273,0.917,1.905,1.054,19.05,b,a,0
spice/generated/xor2_0179.cir,spice/outputs/xor2_0179_output.txt,1.921,99.8,0.593,1.958,1.452,1.546,1.775,1.694,1.097,1.952,1.737,10.4,b,a,1
spice/generated/xor2_0180.cir,spice/outputs/xor2_0180_output.txt,1.603,55.4,1.066,1.228,1.016,1.524,0.573,0.649,1.676,1.189,0.686,17.3,b,a,1
spice/generated/xor2_0181.cir,spice/outputs/xor2_0181_output.txt,1.4,118.1,0.702,1.533,0.698,1.475,0.738,1.899,0.911,1.482,0.876,8.07,a,b,0
spice/generated/xor2_0182.cir,spice/outputs/xor2_0182_output.txt,1.638,10.4,1.199,0.851,1.483,1.556,0.502,1.215,0.699,0.839,1.52,1.18,b,a,0
spice/generated/xor2_0183.cir,spice/outputs/xor2_0183_output.txt,1.993,29.7,0.632,0.606,1.075,1.596,0.654,0.97,1.821,0.706,1.66,15.31,a,b,0
spice/generated/xor2_0184.cir,spice/outputs/xor2_0184_output.txt,1.441,52.9,1.11,0.746,1.027,0.82,1.622,1.88,1.424,1.164,0.826,18.04,a,b,0
spice/generated/xor2_0185.cir,spice/outputs/xor2_0185_output.txt,1.754,23.4,1.463,0.972,0.71,0.915,0.626,1.33,1.4,1.411,1.668,14.12,b,a,0
spice/generated/xor2_0186.cir,spice/outputs/xor2_0186_output.txt,1.711,44.1,1.248,0.943,0.582,1.847,1.932,1.242,0.669,1.249,1.391,11.04,a,b,1
spice/generated/xor2_0187.cir,spice/outputs/xor2_0187_output.txt,1.96,-18.2,1.361,1.353,1.048,1.524,1.644,1.932,1.656,0.525,0.601,5.98,a,b,0
spice/generated/xor2_0188.cir,spice/outputs/xor2_0188_output.txt,1.969,25.7,0.786,1.569,1.651,1.135,1.103,1.461,1.306,0.729,0.625,2.5,a,b,0
spice/generated/xor2_0189.cir,spice/outputs/xor2_0189_output.txt,1.722,24.5,1.134,1.752,1.522,0.599,1.548,1.595,1.77,0.587,0.629,9.26,b,a,0
spice/generated/xor2_0190.cir,spice/outputs/xor2_0190_output.txt,1.586,82.4,1.241,0.679,1.562,1.552,0.746,1.93,1.285,1.674,1.581,4.17,a,b,1
spice/generated/xor2_0191.cir,spice/outputs/xor2_0191_output.txt,1.84,-20.5,1.4,1.003,1.144,1.286,0.894,1.963,1.441,1.244,1.266,2.05,a,b,1
spice/generated/xor2_0192.cir,spice/outputs/xor2_0192_output.txt,1.494,87.6,1.394,1.511,0.673,1.611,0.504,1.788,0.518,0.569,1.046,18.48,a,b,0
spice/generated/xor2_0193.cir,spice/outputs/xor2_0193_output.txt,1.732,110.8,1.241,1.129,0.983,1.124,1.58,0.907,0.617,1.059,1.253,18.14,a,b,0
spice/generated/xor2_0194.cir,spice/outputs/xor2_0194_output.txt,1.883,121.9,1.454,0.603,1.198,0.923,1.767,0.991,1.33,0.512,0.801,11.71,b,a,0
spice/generated/xor2_0195.cir,spice/outputs/xor2_0195_output.txt,1.678,57.6,0.993,1.659,0.793,1.851,1.641,0.868,0.51,1.115,0.849,7.58,a,b,1
spice/generated/xor2_0196.cir,spice/outputs/xor2_0196_output.txt,1.401,68.5,1.349,1.591,0.656,1.295,0.857,1.238,0.59,1.995,1.567,2.77,a,b,1
spice/generated/xor2_0197.cir,spice/outputs/xor2_0197_output.txt,1.821,21.5,1.475,0.627,0.643,0.7,1.73,0.612,1.352,1.152,1.946,5.5,b,a,1
spice/generated/xor2_0198.cir,spice/outputs/xor2_0198_output.txt,1.956,24.8,1.332,0.989,1.179,0.85,1.915,0.704,1.655,0.663,0.658,9.54,b,a,1
spice/generated/xor2_0199.cir,spice/outputs/xor2_0199_output.txt,1.472,19.1,1.27,1.178,1.195,1.779,0.636,1.711,0.956,1.557,1.405,5.09,b,a,0
spice/generated/xor2_0200.cir,spice/outputs/xor2_0200_output.txt,1.455,1.0,0.856,1.27,1.516,0.89,1.986,0.547,1.107,1.178,1.622,5.75,b,a,0
spice/generated/xor2_0201.cir,spice/outputs/xor2_0201_output.txt,1.882,-16.9,0.512,1.746,1.974,0.696,1.736,1.058,1.445,1.467,1.373,5.92,a,b,0
spice/generated/xor2_0202.cir,spice/outputs/xor2_0202_output.txt,1.998,-7.4,1.146,1.714,0.638,1.771,1.713,0.684,1.913,0.576,1.886,9.23,b,a,1
spice/generated/xor2_0203.cir,spice/outputs/xor2_0203_output.txt,1.418,72.7,0.673,0.822,0.781,0.92,1.825,0.552,1.429,0.869,0.943,8.83,b,a,0
spice/generated/xor2_0204.cir,spice/outputs/xor2_0204_output.txt,1.453,23.2,0.919,1.464,1.696,0.874,1.991,1.315,0.529,1.074,1.57,10.11,b,a,1
spice/generated/xor2_0205.cir,spice/outputs/xor2_0205_output.txt,1.948,42.9,0.888,0.77,0.978,0.829,1.844,1.668,0.588,1.987,1.294,15.57,a,b,0
spice/generated/xor2_0206.cir,spice/outputs/xor2_0206_output.txt,1.46,68.4,0.767,1.724,1.876,0.584,1.995,0.829,1.77,1.696,1.032,16.95,a,b,0
spice/generated/xor2_0207.cir,spice/outputs/xor2_0207_output.txt,1.542,12.5,1.238,1.038,1.387,1.555,1.028,1.351,0.713,1.923,1.755,16.4,b,a,1
spice/generated/xor2_0208.cir,spice/outputs/xor2_0208_output.txt,1.505,-33.7,0.556,1.402,0.53,1.217,0.998,1.421,1.71,1.011,0.766,16.25,b,a,0
spice/generated/xor2_0209.cir,spice/outputs/xor2_0209_output.txt,1.413,56.8,1.417,1.662,1.77,1.791,1.941,1.06,1.913,1.093,0.652,6.73,a,b,0
spice/generated/xor2_0210.cir,spice/outputs/xor2_0210_output.txt,1.839,32.1,1.139,1.231,0.976,1.561,1.343,1.834,1.421,1.035,1.498,16.47,b,a,1
spice/generated/xor2_0211.cir,spice/outputs/xor2_0211_output.txt,1.84,8.6,0.678,0.503,1.553,1.359,1.776,1.656,1.351,0.773,0.977,16.37,a,b,0
spice/generated/xor2_0212.cir,spice/outputs/xor2_0212_output.txt,1.962,-16.8,1.245,0.857,1.974,0.752,1.828,0.633,1.563,1.459,1.83,9.49,b,a,0
spice/generated/xor2_0213.cir,spice/outputs/xor2_0213_output.txt,1.55,-28.8,0.757,0.662,0.502,1.079,1.599,1.954,1.827,1.24,1.068,11.37,a,b,1
spice/generated/xor2_0214.cir,spice/outputs/xor2_0214_output.txt,1.873,55.4,1.258,0.838,1.177,1.699,0.55,0.53,0.892,0.657,1.013,17.87,a,b,0
spice/generated/xor2_0215.cir,spice/outputs/xor2_0215_output.txt,1.728,108.2,0.593,1.391,1.42,1.224,0.546,1.914,0.747,1.835,0.736,2.92,a,b,0
spice/generated/xor2_0216.cir,spice/outputs/xor2_0216_output.txt,1.646,51.4,1.426,1.31,1.491,0.946,0.644,1.089,1.324,1.236,0.582,1.07,a,b,1
spice/generated/xor2_0217.cir,spice/outputs/xor2_0217_output.txt,1.894,63.1,0.98,0.645,0.81,1.457,1.966,1.21,0.673,1.677,1.206,18.0,b,a,0
spice/generated/xor2_0218.cir,spice/outputs/xor2_0218_output.txt,1.785,23.9,0.871,1.072,0.78,0.567,1.16,0.895,1.756,1.346,0.727,14.23,a,b,0
spice/generated/xor2_0219.cir,spice/outputs/xor2_0219_output.txt,1.801,93.3,0.914,1.635,0.841,0.591,1.081,1.284,1.948,1.531,1.905,11.88,a,b,1
spice/generated/xor2_0220.cir,spice/outputs/xor2_0220_output.txt,1.579,25.1,1.354,0.552,1.357,1.275,1.357,1.974,0.721,1.924,1.174,19.03,a,b,0
spice/generated/xor2_0221.cir,spice/outputs/xor2_0221_output.txt,1.885,-19.2,0.923,1.982,1.153,1.996,1.441,1.751,0.887,1.866,1.871,2.27,b,a,1
spice/generated/xor2_0222.cir,spice/outputs/xor2_0222_output.txt,1.731,101.3,1.02,1.876,0.519,1.551,1.381,1.673,0.669,0.724,1.35,12.07,a,b,0
spice/generated/xor2_0223.cir,spice/outputs/xor2_0223_output.txt,1.738,-23.3,0.786,1.303,1.016,1.116,1.075,1.228,1.413,0.556,0.913,3.73,b,a,0
spice/generated/xor2_0224.cir,spice/outputs/xor2_0224_output.txt,1.637,105.0,1.191,0.574,1.213,0.903,1.059,1.007,1.69,0.966,1.764,17.31,a,b,0
spice/generated/xor2_0225.cir,spice/outputs/xor2_0225_output.txt,1.481,120.7,0.943,1.739,0.904,1.125,1.468,0.782,0.817,1.736,1.611,15.43,b,a,0
spice/generated/xor2_0226.cir,spice/outputs/xor2_0226_output.txt,1.709,-13.8,0.811,1.26,0.703,1.777,1.819,0.543,0.789,1.749,1.755,5.74,b,a,0
spice/generated/xor2_0227.cir,spice/outputs/xor2_0227_output.txt,1.951,76.3,0.774,1.735,1.258,1.453,0.686,0.546,1.059,1.391,0.766,17.54,b,a,1
spice/generated/xor2_0228.cir,spice/outputs/xor2_0228_output.txt,1.498,107.6,1.249,1.533,0.928,1.08,0.744,1.358,1.947,1.786,1.471,13.88,b,a,1
spice/generated/xor2_0229.cir,spice/outputs/xor2_0229_output.txt,1.708,102.7,1.467,1.523,1.211,0.698,0.76,1.701,0.836,1.413,1.915,14.54,b,a,1
spice/generated/xor2_0230.cir,spice/outputs/xor2_0230_output.txt,1.937,100.5,0.959,0.827,0.953,1.281,1.435,1.377,0.511,1.999,1.95,16.95,b,a,1
spice/generated/xor2_0231.cir,spice/outputs/xor2_0231_output.txt,1.811,39.5,0.836,0.915,0.988,0.915,1.484,1.928,1.477,0.783,1.276,5.57,a,b,1
spice/generated/xor2_0232.cir,spice/outputs/xor2_0232_output.txt,1.796,72.3,1.221,1.483,1.996,0.889,1.128,1.082,0.553,1.562,1.358,4.61,a,b,1
spice/generated/xor2_0233.cir,spice/outputs/xor2_0233_output.txt,1.944,70.9,1.007,1.768,1.761,1.815,0.772,0.646,0.692,0.888,1.713,15.5,a,b,1
spice/generated/xor2_0234.cir,spice/outputs/xor2_0234_output.txt,1.793,-3.3,0.723,1.807,1.131,1.83,1.058,1.378,1.196,0.677,0.581,13.05,a,b,1
spice/generated/xor2_0235.cir,spice/outputs/xor2_0235_output.txt,1.934,42.6,1.367,1.073,0.948,0.581,1.781,0.706,0.8,1.114,1.354,18.23,b,a,0
spice/generated/xor2_0236.cir,spice/outputs/xor2_0236_output.txt,1.59,78.1,1.279,1.231,1.447,0.765,1.452,0.507,0.91,1.642,0.753,15.53,b,a,0
spice/generated/xor2_0237.cir,spice/outputs/xor2_0237_output.txt,1.478,31.6,0.929,1.144,1.216,0.507,1.301,1.596,1.925,1.838,1.635,11.09,a,b,0
spice/generated/xor2_0238.cir,spice/outputs/xor2_0238_output.txt,1.776,1.1,1.194,1.017,0.693,1.075,1.383,0.751,1.736,0.947,0.936,14.83,b,a,1
spice/generated/xor2_0239.cir,spice/outputs/xor2_0239_output.txt,1.933,124.3,0.843,1.852,1.039,0.783,1.922,1.877,1.105,0.843,1.591,3.49,a,b,0
spice/generated/xor2_0240.cir,spice/outputs/xor2_0240_output.txt,1.474,77.3,1.292,1.063,1.46,1.657,1.435,1.391,0.572,0.662,1.754,1.92,a,b,1
spice/generated/xor2_0241.cir,spice/outputs/xor2_0241_output.txt,1.667,-19.6,0.753,1.553,0.808,1.529,0.514,1.131,0.651,1.28,1.434,14.31,b,a,0
spice/generated/xor2_0242.cir,spice/outputs/xor2_0242_output.txt,1.707,61.9,0.783,1.677,1.247,1.414,1.667,1.747,1.96,1.037,1.115,4.05,b,a,0
spice/generated/xor2_0243.cir,spice/outputs/xor2_0243_output.txt,1.813,39.3,0.735,0.519,0.634,0.666,1.361,1.241,1.924,1.669,0.613,14.75,b,a,0
spice/generated/xor2_0244.cir,spice/outputs/xor2_0244_output.txt,1.674,121.3,0.764,0.575,1.72,1.811,1.778,1.04,1.515,1.139,0.674,17.17,a,b,0
spice/generated/xor2_0245.cir,spice/outputs/xor2_0245_output.txt,1.911,69.5,0.671,1.036,1.157,1.433,1.818,0.639,1.722,0.774,1.101,19.28,b,a,1
spice/generated/xor2_0246.cir,spice/outputs/xor2_0246_output.txt,1.814,38.9,0.922,1.829,0.75,0.699,1.59,1.972,1.767,0.656,1.867,10.17,b,a,0
spice/generated/xor2_0247.cir,spice/outputs/xor2_0247_output.txt,1.767,88.6,1.111,1.794,1.82,1.591,1.838,1.225,1.232,1.831,1.161,2.2,b,a,0
spice/generated/xor2_0248.cir,spice/outputs/xor2_0248_output.txt,1.823,71.9,1.268,1.365,1.348,1.967,1.505,1.007,1.285,1.551,0.643,13.57,a,b,1
spice/generated/xor2_0249.cir,spice/outputs/xor2_0249_output.txt,1.607,71.6,0.885,1.759,1.338,1.982,0.582,1.465,0.735,1.773,1.778,17.52,a,b,1
spice/generated/xor2_0250.cir,spice/outputs/xor2_0250_output.txt,1.592,14.6,0.778,1.26,1.326,1.068,1.726,0.618,1.166,1.36,0.632,10.47,b,a,0
spice/generated/xor2_0251.cir,spice/outputs/xor2_0251_output.txt,1.988,83.0,0.518,1.105,0.554,1.324,1.739,1.688,1.945,1.456,1.835,11.68,b,a,1
spice/generated/xor2_0252.cir,spice/outputs/xor2_0252_output.txt,1.618,-31.0,0.723,1.182,1.34,1.43,1.21,1.486,1.574,0.671,1.639,5.21,b,a,1
spice/generated/xor2_0253.cir,spice/outputs/xor2_0253_output.txt,1.898,119.1,0.792,1.283,1.553,0.569,0.746,0.711,1.575,1.582,0.66,12.61,a,b,0
spice/generated/xor2_0254.cir,spice/outputs/xor2_0254_output.txt,1.958,24.8,0.957,1.672,1.575,0.662,1.122,1.89,1.756,1.383,1.658,9.56,a,b,1
spice/generated/xor2_0255.cir,spice/outputs/xor2_0255_output.txt,1.403,81.5,1.053,1.149,1.378,1.887,1.672,1.865,1.538,0.76,1.723,2.97,b,a,1
spice/generated/xor2_0256.cir,spice/outputs/xor2_0256_output.txt,1.651,60.5,1.193,0.872,1.097,1.014,0.941,1.707,0.707,1.404,1.83,10.73,b,a,0
spice/generated/xor2_0257.cir,spice/outputs/xor2_0257_output.txt,1.521,63.0,0.791,1.018,1.509,1.972,1.475,1.937,1.256,1.541,0.984,3.19,b,a,1
spice/generated/xor2_0258.cir,spice/outputs/xor2_0258_output.txt,1.75,115.5,1.21,1.511,1.841,1.301,1.816,1.134,0.519,0.66,1.071,2.01,a,b,0
spice/generated/xor2_0259.cir,spice/outputs/xor2_0259_output.txt,1.56,89.6,1.484,1.525,0.72,0.593,1.677,0.806,1.312,1.038,1.179,12.71,a,b,1
spice/generated/xor2_0260.cir,spice/outputs/xor2_0260_output.txt,1.543,89.4,1.299,0.931,1.497,1.89,1.081,1.935,1.964,0.969,1.328,1.25,b,a,0
spice/generated/xor2_0261.cir,spice/outputs/xor2_0261_output.txt,1.772,88.9,1.37,1.745,1.867,1.557,1.471,1.633,1.32,1.405,1.664,19.32,b,a,1
spice/generated/xor2_0262.cir,spice/outputs/xor2_0262_output.txt,1.506,72.6,0.687,0.761,1.271,1.066,1.143,1.335,0.695,1.376,0.883,7.28,a,b,0
spice/generated/xor2_0263.cir,spice/outputs/xor2_0263_output.txt,1.492,13.2,0.551,1.899,1.423,1.493,1.236,1.359,1.037,1.676,0.977,5.18,a,b,0
spice/generated/xor2_0264.cir,spice/outputs/xor2_0264_output.txt,1.872,-13.7,1.043,1.105,1.024,1.825,1.495,0.997,0.94,1.925,1.427,10.02,a,b,0
spice/generated/xor2_0265.cir,spice/outputs/xor2_0265_output.txt,1.801,33.5,1.404,1.421,1.432,1.938,1.524,0.981,1.874,1.917,1.079,11.26,b,a,0
spice/generated/xor2_0266.cir,spice/outputs/xor2_0266_output.txt,1.947,95.6,0.875,1.704,1.168,0.566,1.847,0.789,1.271,1.922,0.751,19.17,a,b,0
spice/generated/xor2_0267.cir,spice/outputs/xor2_0267_output.txt,1.526,63.9,0.713,1.528,1.753,0.808,1.743,1.818,1.612,1.153,1.725,2.37,a,b,0
spice/generated/xor2_0268.cir,spice/outputs/xor2_0268_output.txt,1.676,14.7,0.588,0.581,1.691,1.337,1.362,0.841,0.888,1.082,1.445,9.23,a,b,1
spice/generated/xor2_0269.cir,spice/outputs/xor2_0269_output.txt,1.804,48.2,1.141,1.428,1.634,1.378,1.551,0.609,1.892,0.659,1.68,6.73,a,b,1
spice/generated/xor2_0270.cir,spice/outputs/xor2_0270_output.txt,1.859,32.2,0.895,1.491,1.211,1.3,0.705,1.086,1.696,1.319,1.94,3.74,b,a,0
spice/generated/xor2_0271.cir,spice/outputs/xor2_0271_output.txt,1.732,51.6,0.623,0.508,1.395,1.306,1.92,0.957,1.622,1.855,1.016,8.84,a,b,0
spice/generated/xor2_0272.cir,spice/outputs/xor2_0272_output.txt,1.51,61.8,0.753,0.672,1.506,1.351,0.582,1.627,1.985,1.323,1.467,2.39,a,b,1
spice/generated/xor2_0273.cir,spice/outputs/xor2_0273_output.txt,1.459,79.7,0.987,0.996,0.692,1.483,0.65,1.429,1.85,0.977,1.176,12.71,b,a,0
spice/generated/xor2_0274.cir,spice/outputs/xor2_0274_output.txt,1.739,20.1,0.816,1.142,0.507,0.869,0.832,1.61,1.154,1.76,0.701,14.93,b,a,1
spice/generated/xor2_0275.cir,spice/outputs/xor2_0275_output.txt,1.667,87.8,0.987,0.663,1.468,0.623,0.921,1.74,1.837,0.795,1.6,12.91,a,b,0
spice/generated/xor2_0276.cir,spice/outputs/xor2_0276_output.txt,1.91,64.2,1.313,1.368,1.654,0.819,0.555,0.891,1.841,1.31,1.481,3.82,b,a,0
spice/generated/xor2_0277.cir,spice/outputs/xor2_0277_output.txt,1.935,57.3,1.357,0.701,1.252,0.636,1.046,0.516,0.858,1.946,1.973,14.0,a,b,1
spice/generated/xor2_0278.cir,spice/outputs/xor2_0278_output.txt,1.496,53.4,1.066,1.808,0.719,1.598,1.909,0.561,1.642,0.848,0.897,5.45,a,b,1
spice/generated/xor2_0279.cir,spice/outputs/xor2_0279_output.txt,1.633,111.5,1.382,0.56,1.473,0.655,1.953,1.45,0.91,1.613,1.368,11.83,b,a,1
spice/generated/xor2_0280.cir,spice/outputs/xor2_0280_output.txt,1.619,67.8,1.335,1.275,1.064,1.861,1.275,1.029,1.802,1.23,1.223,12.48,a,b,1
spice/generated/xor2_0281.cir,spice/outputs/xor2_0281_output.txt,1.499,-27.3,1.143,0.817,0.78,1.043,1.576,0.677,0.846,1.717,1.58,10.15,b,a,1
spice/generated/xor2_0282.cir,spice/outputs/xor2_0282_output.txt,1.526,-13.4,1.333,0.534,0.565,1.36,0.742,1.444,0.559,1.358,0.584,5.91,a,b,1
spice/generated/xor2_0283.cir,spice/outputs/xor2_0283_output.txt,1.76,53.0,0.519,1.579,1.493,0.925,0.629,1.174,1.989,1.801,0.756,16.78,a,b,0
spice/generated/xor2_0284.cir,spice/outputs/xor2_0284_output.txt,1.774,44.3,0.668,1.528,1.884,1.395,0.603,1.067,0.698,0.525,1.284,18.28,b,a,0
spice/generated/xor2_0285.cir,spice/outputs/xor2_0285_output.txt,1.763,-10.7,1.402,1.4,1.817,1.297,1.629,0.64,1.489,1.853,1.309,1.02,b,a,1
spice/generated/xor2_0286.cir,spice/outputs/xor2_0286_output.txt,1.622,-32.8,1.03,0.844,1.703,1.684,1.072,1.384,1.612,1.642,1.545,2.86,a,b,1
spice/generated/xor2_0287.cir,spice/outputs/xor2_0287_output.txt,1.686,-1.6,1.359,0.925,1.815,1.113,0.784,1.564,1.684,1.367,0.677,1.14,a,b,1
spice/generated/xor2_0288.cir,spice/outputs/xor2_0288_output.txt,1.645,-22.4,0.926,1.378,0.892,1.304,1.347,1.418,1.988,1.096,0.806,11.49,b,a,0
spice/generated/xor2_0289.cir,spice/outputs/xor2_0289_output.txt,1.622,51.6,0.754,0.96,1.017,1.558,1.604,1.782,1.489,1.622,1.17,14.29,a,b,0
spice/generated/xor2_0290.cir,spice/outputs/xor2_0290_output.txt,1.529,26.1,0.838,1.326,1.546,1.56,0.741,1.947,0.508,0.637,0.718,18.59,b,a,0
spice/generated/xor2_0291.cir,spice/outputs/xor2_0291_output.txt,1.438,-3.4,0.58,0.557,1.076,1.977,1.421,1.282,1.567,1.396,1.919,16.58,b,a,1
spice/generated/xor2_0292.cir,spice/outputs/xor2_0292_output.txt,1.406,100.3,1.431,1.277,0.792,1.676,1.266,1.548,1.423,1.511,1.04,13.45,a,b,0
spice/generated/xor2_0293.cir,spice/outputs/xor2_0293_output.txt,1.998,88.6,0.853,1.093,1.379,1.277,1.605,0.603,0.635,0.927,1.745,18.39,b,a,1
spice/generated/xor2_0294.cir,spice/outputs/xor2_0294_output.txt,1.978,5.6,1.106,0.792,1.895,1.362,0.892,1.111,0.66,0.609,0.941,18.99,b,a,1
spice/generated/xor2_0295.cir,spice/outputs/xor2_0295_output.txt,1.817,119.4,1.063,1.655,1.636,1.942,1.188,1.191,1.38,0.541,0.674,2.28,a,b,0
spice/generated/xor2_0296.cir,spice/outputs/xor2_0296_output.txt,1.88,28.1,0.853,1.303,1.551,0.895,0.931,1.098,1.623,1.013,1.332,4.39,b,a,1
spice/generated/xor2_0297.cir,spice/outputs/xor2_0297_output.txt,1.531,54.7,0.683,1.619,1.895,0.785,1.606,0.852,0.863,0.898,0.844,16.86,b,a,0
spice/generated/xor2_0298.cir,spice/outputs/xor2_0298_output.txt,1.867,-20.2,0.578,1.934,1.239,0.51,1.786,1.937,1.772,1.057,0.973,18.06,b,a,1
spice/generated/xor2_0299.cir,spice/outputs/xor2_0299_output.txt,1.51,86.1,1.011,1.097,1.625,0.692,1.289,1.135,1.909,0.549,1.021,17.35,a,b,1
spice/generated/xor2_0300.cir,spice/outputs/xor2_0300_output.txt,1.986,75.2,0.96,1.534,0.518,0.816,1.372,0.988,1.419,0.89,1.323,5.51,b,a,1
spice/generated/xor2_0301.cir,spice/outputs/xor2_0301_output.txt,1.62,42.3,0.711,1.551,1.058,1.781,0.919,0.77,0.697,1.364,0.843,2.9,b,a,0
spice/generated/xor2_0302.cir,spice/outputs/xor2_0302_output.txt,1.733,101.3,0.696,1.7,1.608,1.209,0.515,1.132,0.702,1.84,1.446,11.15,b,a,1
spice/generated/xor2_0303.cir,spice/outputs/xor2_0303_output.txt,1.58,52.8,1.068,1.098,1.536,0.59,1.721,1.215,1.445,1.175,1.002,7.86,b,a,1
spice/generated/xor2_0304.cir,spice/outputs/xor2_0304_output.txt,1.412,-20.0,1.367,1.945,0.798,1.364,1.474,0.762,1.67,1.033,1.51,10.26,b,a,0
spice/generated/xor2_0305.cir,spice/outputs/xor2_0305_output.txt,1.629,7.3,1.132,0.717,0.751,1.712,1.006,1.447,1.357,1.773,0.607,4.08,a,b,1
spice/generated/xor2_0306.cir,spice/outputs/xor2_0306_output.txt,1.59,8.1,0.767,1.467,0.907,1.167,1.794,1.045,1.38,1.948,1.121,4.49,a,b,0
spice/generated/xor2_0307.cir,spice/outputs/xor2_0307_output.txt,1.837,69.2,1.44,1.551,0.62,0.75,0.655,0.596,1.818,1.323,0.54,8.54,a,b,0
spice/generated/xor2_0308.cir,spice/outputs/xor2_0308_output.txt,1.557,-14.4,1.155,1.828,0.964,0.871,0.926,1.44,0.697,1.758,0.543,13.61,b,a,1
spice/generated/xor2_0309.cir,spice/outputs/xor2_0309_output.txt,1.68,103.7,1.435,1.323,0.703,1.923,1.309,1.386,1.185,1.623,1.816,9.26,b,a,1
spice/generated/xor2_0310.cir,spice/outputs/xor2_0310_output.txt,1.689,-2.5,0.59,0.962,1.118,0.734,0.516,1.285,1.637,0.704,0.93,11.17,b,a,1
