deck_file,output_file,vdd,temp,width_p1,width_p2,width_n1,width_n2,cload,switching_input,static_input,static_state
spice/generated/nor2_0200.cir,spice/outputs/nor2_0200_output.txt,1.895,-35.3,0.568,1.462,1.365,1.477,15.57,b,a,0
spice/generated/nor2_0201.cir,spice/outputs/nor2_0201_output.txt,1.771,-35.0,1.833,1.318,1.463,0.953,5.65,b,a,0
spice/generated/nor2_0202.cir,spice/outputs/nor2_0202_output.txt,1.578,-28.0,0.59,1.159,1.226,0.806,12.53,b,a,0
spice/generated/nor2_0203.cir,spice/outputs/nor2_0203_output.txt,1.917,12.7,1.982,1.018,1.098,1.641,10.78,a,b,0
spice/generated/nor2_0204.cir,spice/outputs/nor2_0204_output.txt,1.591,37.0,0.901,0.872,0.645,0.935,8.3,b,a,0
spice/generated/nor2_0205.cir,spice/outputs/nor2_0205_output.txt,1.549,102.8,0.74,0.991,1.367,0.969,15.5,b,a,0
spice/generated/nor2_0206.cir,spice/outputs/nor2_0206_output.txt,1.998,37.0,1.819,1.246,0.635,1.09,9.69,a,b,0
spice/generated/nor2_0207.cir,spice/outputs/nor2_0207_output.txt,1.529,18.2,0.576,1.242,1.824,1.481,9.94,a,b,0
spice/generated/nor2_0208.cir,spice/outputs/nor2_0208_output.txt,1.908,31.1,1.824,1.591,1.646,1.049,8.61,a,b,0
spice/generated/nor2_0209.cir,spice/outputs/nor2_0209_output.txt,1.618,7.6,1.08,1.176,1.325,1.738,12.84,a,b,0
spice/generated/nor2_0210.cir,spice/outputs/nor2_0210_output.txt,1.477,-24.0,1.06,1.98,1.337,1.048,3.74,b,a,0
spice/generated/nor2_0211.cir,spice/outputs/nor2_0211_output.txt,1.7,-32.5,0.706,1.0,1.211,1.185,12.52,a,b,0
spice/generated/nor2_0212.cir,spice/outputs/nor2_0212_output.txt,1.597,61.2,0.744,1.986,1.609,0.949,7.39,b,a,0
spice/generated/nor2_0213.cir,spice/outputs/nor2_0213_output.txt,1.825,9.5,1.724,1.053,1.511,1.97,12.09,a,b,0
spice/generated/nor2_0214.cir,spice/outputs/nor2_0214_output.txt,1.758,3.8,1.483,1.958,1.368,0.841,1.98,b,a,0
spice/generated/nor2_0215.cir,spice/outputs/nor2_0215_output.txt,1.502,63.8,1.43,1.762,0.722,1.521,1.6,a,b,0
spice/generated/nor2_0216.cir,spice/outputs/nor2_0216_output.txt,1.514,32.8,1.128,1.119,0.806,1.253,12.62,b,a,0
spice/generated/nor2_0217.cir,spice/outputs/nor2_0217_output.txt,1.924,81.4,0.593,0.707,0.811,0.988,13.58,b,a,0
spice/generated/nor2_0218.cir,spice/outputs/nor2_0218_output.txt,1.588,-11.4,1.868,1.013,1.031,1.658,14.7,b,a,0
spice/generated/nor2_0219.cir,spice/outputs/nor2_0219_output.txt,1.766,-8.3,0.87,1.337,0.837,1.959,6.65,b,a,0
spice/generated/nor2_0220.cir,spice/outputs/nor2_0220_output.txt,1.823,73.9,1.234,1.22,1.341,1.902,14.71,b,a,0
spice/generated/nor2_0221.cir,spice/outputs/nor2_0221_output.txt,1.473,71.6,1.07,1.97,1.728,1.932,16.29,b,a,0
spice/generated/nor2_0222.cir,spice/outputs/nor2_0222_output.txt,1.425,117.6,0.619,1.886,1.484,1.621,5.07,b,a,0
spice/generated/nor2_0223.cir,spice/outputs/nor2_0223_output.txt,1.96,74.9,0.706,1.424,1.38,0.864,13.73,a,b,0
spice/generated/nor2_0224.cir,spice/outputs/nor2_0224_output.txt,1.783,-31.3,1.12,1.576,0.651,1.656,1.1,a,b,0
spice/generated/nor2_0225.cir,spice/outputs/nor2_0225_output.txt,1.644,114.3,1.818,1.216,0.799,1.946,7.1,a,b,0
spice/generated/nor2_0226.cir,spice/outputs/nor2_0226_output.txt,1.945,-25.2,1.361,1.303,1.585,1.905,18.35,a,b,0
spice/generated/nor2_0227.cir,spice/outputs/nor2_0227_output.txt,1.651,98.2,1.901,0.555,1.754,1.682,4.54,b,a,0
spice/generated/nor2_0228.cir,spice/outputs/nor2_0228_output.txt,1.926,-38.5,1.352,0.661,1.974,0.927,19.79,b,a,0
spice/generated/nor2_0229.cir,spice/outputs/nor2_0229_output.txt,1.934,-17.9,1.256,0.909,1.713,0.996,14.89,b,a,0
spice/generated/nor2_0230.cir,spice/outputs/nor2_0230_output.txt,1.831,-37.7,1.006,0.943,1.512,0.79,12.61,b,a,0
spice/generated/nor2_0231.cir,spice/outputs/nor2_0231_output.txt,1.896,45.0,0.63,1.504,0.777,0.711,7.15,a,b,0
spice/generated/nor2_0232.cir,spice/outputs/nor2_0232_output.txt,1.404,23.3,1.17,0.9,0.994,1.374,11.88,b,a,0
spice/generated/nor2_0233.cir,spice/outputs/nor2_0233_output.txt,1.792,74.3,0.593,0.677,0.96,1.108,10.55,b,a,0
spice/generated/nor2_0234.cir,spice/outputs/nor2_0234_output.txt,1.814,65.4,1.911,1.051,0.831,1.936,10.09,b,a,0
spice/generated/nor2_0235.cir,spice/outputs/nor2_0235_output.txt,1.849,59.9,1.124,1.324,1.206,1.306,13.62,a,b,0
spice/generated/nor2_0236.cir,spice/outputs/nor2_0236_output.txt,1.857,72.3,1.394,1.681,1.288,1.292,7.87,a,b,0
spice/generated/nor2_0237.cir,spice/outputs/nor2_0237_output.txt,1.437,50.4,1.258,1.359,0.725,0.992,10.89,a,b,0
spice/generated/nor2_0238.cir,spice/outputs/nor2_0238_output.txt,1.808,78.3,1.233,1.848,1.168,0.583,3.51,b,a,0
spice/generated/nor2_0239.cir,spice/outputs/nor2_0239_output.txt,1.674,-30.5,1.194,1.71,1.585,1.094,16.51,a,b,0
spice/generated/nor2_0240.cir,spice/outputs/nor2_0240_output.txt,1.747,-32.5,1.017,0.596,1.991,1.902,2.31,b,a,0
spice/generated/nor2_0241.cir,spice/outputs/nor2_0241_output.txt,1.419,27.5,1.653,1.649,1.967,1.469,8.99,b,a,0
spice/generated/nor2_0242.cir,spice/outputs/nor2_0242_output.txt,1.669,111.3,1.066,0.62,1.946,1.812,3.53,b,a,0
spice/generated/nor2_0243.cir,spice/outputs/nor2_0243_output.txt,1.471,123.8,1.09,0.691,1.968,1.752,15.37,b,a,0
spice/generated/nor2_0244.cir,spice/outputs/nor2_0244_output.txt,1.678,78.7,1.136,1.069,0.844,1.191,3.95,a,b,0
spice/generated/nor2_0245.cir,spice/outputs/nor2_0245_output.txt,1.962,79.6,0.669,1.714,1.129,1.649,17.79,a,b,0
spice/generated/nor2_0246.cir,spice/outputs/nor2_0246_output.txt,1.544,-28.9,1.391,1.17,1.508,1.808,5.65,a,b,0
spice/generated/nor2_0247.cir,spice/outputs/nor2_0247_output.txt,1.641,-1.3,0.826,1.796,0.585,1.256,6.5,b,a,0
spice/generated/nor2_0248.cir,spice/outputs/nor2_0248_output.txt,1.746,87.5,1.728,0.855,1.814,1.979,10.9,b,a,0
spice/generated/nor2_0249.cir,spice/outputs/nor2_0249_output.txt,1.58,-29.9,1.923,1.82,1.867,1.439,9.12,b,a,0
spice/generated/nor2_0250.cir,spice/outputs/nor2_0250_output.txt,1.428,16.8,1.465,1.072,1.287,1.544,8.76,b,a,0
spice/generated/nor2_0251.cir,spice/outputs/nor2_0251_output.txt,1.626,84.5,1.21,1.774,0.951,1.561,16.31,a,b,0
spice/generated/nor2_0252.cir,spice/outputs/nor2_0252_output.txt,1.737,119.7,1.336,0.701,0.864,0.805,13.29,b,a,0
spice/generated/nor2_0253.cir,spice/outputs/nor2_0253_output.txt,1.908,-24.7,1.587,0.786,0.903,1.511,12.46,a,b,0
spice/generated/nor2_0254.cir,spice/outputs/nor2_0254_output.txt,1.513,85.7,1.586,1.338,1.219,1.804,7.33,a,b,0
spice/generated/nor2_0255.cir,spice/outputs/nor2_0255_output.txt,1.527,-8.6,1.612,1.62,1.631,1.872,14.22,a,b,0
spice/generated/nor2_0256.cir,spice/outputs/nor2_0256_output.txt,1.638,-0.5,0.982,0.925,1.199,1.473,6.86,b,a,0
spice/generated/nor2_0257.cir,spice/outputs/nor2_0257_output.txt,1.708,42.1,0.648,1.972,1.204,1.76,18.37,b,a,0
spice/generated/nor2_0258.cir,spice/outputs/nor2_0258_output.txt,1.588,-32.5,1.796,1.612,0.524,1.33,12.1,b,a,0
spice/generated/nor2_0259.cir,spice/outputs/nor2_0259_output.txt,1.577,-7.6,0.845,1.355,0.869,1.326,18.93,b,a,0
spice/generated/nor2_0260.cir,spice/outputs/nor2_0260_output.txt,1.554,95.6,1.95,1.463,1.236,0.752,16.1,a,b,0
spice/generated/nor2_0261.cir,spice/outputs/nor2_0261_output.txt,1.484,50.2,0.776,1.834,1.985,1.936,10.95,a,b,0
spice/generated/nor2_0262.cir,spice/outputs/nor2_0262_output.txt,1.967,70.3,1.647,1.119,1.764,0.847,14.44,a,b,0
spice/generated/nor2_0263.cir,spice/outputs/nor2_0263_output.txt,1.531,35.2,0.591,1.457,1.901,1.869,13.53,a,b,0
spice/generated/nor2_0264.cir,spice/outputs/nor2_0264_output.txt,1.404,51.0,0.518,1.294,0.912,1.966,1.33,b,a,0
spice/generated/nor2_0265.cir,spice/outputs/nor2_0265_output.txt,1.884,110.1,0.661,0.644,0.723,0.788,11.0,b,a,0
spice/generated/nor2_0266.cir,spice/outputs/nor2_0266_output.txt,1.56,25.5,1.06,1.109,1.348,1.985,5.29,a,b,0
spice/generated/nor2_0267.cir,spice/outputs/nor2_0267_output.txt,1.792,101.6,1.639,0.64,1.069,1.329,2.07,a,b,0
spice/generated/nor2_0268.cir,spice/outputs/nor2_0268_output.txt,1.822,-26.4,1.768,1.467,0.997,1.966,19.5,a,b,0
spice/generated/nor2_0269.cir,spice/outputs/nor2_0269_output.txt,1.538,108.7,1.538,1.35,0.907,1.886,14.0,b,a,0
spice/generated/nor2_0270.cir,spice/outputs/nor2_0270_output.txt,1.94,53.0,0.549,1.893,0.972,1.942,12.15,b,a,0
spice/generated/nor2_0271.cir,spice/outputs/nor2_0271_output.txt,1.957,9.4,1.346,1.35,1.774,1.516,11.27,b,a,0
spice/generated/nor2_0272.cir,spice/outputs/nor2_0272_output.txt,1.853,-16.9,1.983,1.586,1.251,1.961,2.02,b,a,0
spice/generated/nor2_0273.cir,spice/outputs/nor2_0273_output.txt,1.539,-27.5,1.408,1.421,1.393,1.953,7.2,b,a,0
spice/generated/nor2_0274.cir,spice/outputs/nor2_0274_output.txt,1.87,34.3,0.842,1.33,1.063,0.779,12.13,b,a,0
spice/generated/nor2_0275.cir,spice/outputs/nor2_0275_output.txt,1.451,62.1,1.697,1.57,0.623,0.731,14.52,a,b,0
spice/generated/nor2_0276.cir,spice/outputs/nor2_0276_output.txt,1.844,12.3,0.66,0.508,0.962,1.04,6.13,a,b,0
spice/generated/nor2_0277.cir,spice/outputs/nor2_0277_output.txt,1.452,31.1,1.335,1.269,0.655,0.634,11.53,b,a,0
spice/generated/nor2_0278.cir,spice/outputs/nor2_0278_output.txt,1.918,-38.0,1.121,1.669,1.587,1.339,19.86,a,b,0
spice/generated/nor2_0279.cir,spice/outputs/nor2_0279_output.txt,1.743,-12.0,1.071,0.708,0.952,1.24,2.2,b,a,0
spice/generated/nor2_0280.cir,spice/outputs/nor2_0280_output.txt,1.566,9.5,1.674,1.042,1.916,1.581,10.42,a,b,0
spice/generated/nor2_0281.cir,spice/outputs/nor2_0281_output.txt,1.675,-17.6,0.51,1.094,1.762,1.07,17.38,b,a,0
spice/generated/nor2_0282.cir,spice/outputs/nor2_0282_output.txt,1.601,94.6,1.789,1.961,0.704,0.981,19.0,a,b,0
spice/generated/nor2_0283.cir,spice/outputs/nor2_0283_output.txt,1.687,-10.7,1.097,0.979,1.602,1.449,19.39,a,b,0
spice/generated/nor2_0284.cir,spice/outputs/nor2_0284_output.txt,1.596,6.2,1.679,1.048,1.898,0.8,19.95,a,b,0
spice/generated/nor2_0285.cir,spice/outputs/nor2_0285_output.txt,1.809,50.8,1.93,1.192,1.563,1.158,6.54,a,b,0
spice/generated/nor2_0286.cir,spice/outputs/nor2_0286_output.txt,1.891,91.3,1.114,1.249,1.45,0.863,13.51,b,a,0
spice/generated/nor2_0287.cir,spice/outputs/nor2_0287_output.txt,1.873,-27.8,1.986,1.219,1.101,1.26,18.49,b,a,0
spice/generated/nor2_0288.cir,spice/outputs/nor2_0288_output.txt,1.726,90.5,1.039,1.843,1.305,1.457,2.61,a,b,0
spice/generated/nor2_0289.cir,spice/outputs/nor2_0289_output.txt,1.795,18.6,1.47,0.566,1.975,1.516,8.59,b,a,0
spice/generated/nor2_0290.cir,spice/outputs/nor2_0290_output.txt,1.979,31.0,0.516,0.888,1.266,1.278,12.03,a,b,0
spice/generated/nor2_0291.cir,spice/outputs/nor2_0291_output.txt,1.667,24.5,1.659,1.383,1.251,1.017,1.47,a,b,0
spice/generated/nor2_0292.cir,spice/outputs/nor2_0292_output.txt,1.577,111.9,0.629,1.747,1.595,1.022,7.52,a,b,0
spice/generated/nor2_0293.cir,spice/outputs/nor2_0293_output.txt,1.713,17.5,0.646,1.583,1.179,0.601,1.85,a,b,0
spice/generated/nor2_0294.cir,spice/outputs/nor2_0294_output.txt,1.414,16.6,0.664,1.7,1.895,1.611,10.8,a,b,0
spice/generated/nor2_0295.cir,spice/outputs/nor2_0295_output.txt,1.599,30.4,1.193,1.697,1.445,0.78,13.49,b,a,0
spice/generated/nor2_0296.cir,spice/outputs/nor2_0296_output.txt,1.418,61.3,0.796,1.388,1.083,1.557,4.91,a,b,0
spice/generated/nor2_0297.cir,spice/outputs/nor2_0297_output.txt,1.746,91.9,1.305,1.049,0.796,0.671,13.74,b,a,0
spice/generated/nor2_0298.cir,spice/outputs/nor2_0298_output.txt,1.717,65.5,1.395,1.417,1.381,1.022,17.06,a,b,0
spice/generated/nor2_0299.cir,spice/outputs/nor2_0299_output.txt,1.888,76.5,0.946,1.422,0.627,0.701,3.24,b,a,0
spice/generated/nor2_0300.cir,spice/outputs/nor2_0300_output.txt,1.47,21.6,0.712,1.083,1.395,1.362,9.04,b,a,0
spice/generated/nor2_0301.cir,spice/outputs/nor2_0301_output.txt,1.781,74.4,1.468,2.0,1.332,1.234,3.67,b,a,0
spice/generated/nor2_0302.cir,spice/outputs/nor2_0302_output.txt,1.905,62.2,1.798,1.928,1.227,0.793,8.29,b,a,0
spice/generated/nor2_0303.cir,spice/outputs/nor2_0303_output.txt,1.645,41.1,1.565,1.166,0.751,1.348,16.12,a,b,0
spice/generated/nor2_0304.cir,spice/outputs/nor2_0304_output.txt,1.575,5.4,1.306,0.752,1.186,1.614,15.55,a,b,0
spice/generated/nor2_0305.cir,spice/outputs/nor2_0305_output.txt,1.744,4.2,1.315,1.986,1.313,1.635,15.44,b,a,0
spice/generated/nor2_0306.cir,spice/outputs/nor2_0306_output.txt,1.728,123.3,0.654,1.745,1.627,0.947,19.99,b,a,0
spice/generated/nor2_0307.cir,spice/outputs/nor2_0307_output.txt,1.558,102.3,0.63,1.798,0.676,1.718,4.99,b,a,0
spice/generated/nor2_0308.cir,spice/outputs/nor2_0308_output.txt,1.917,60.7,1.142,1.424,1.677,1.72,16.3,b,a,0
spice/generated/nor2_0309.cir,spice/outputs/nor2_0309_output.txt,1.719,58.5,0.753,1.969,0.939,1.359,19.1,a,b,0
spice/generated/nor2_0310.cir,spice/outputs/nor2_0310_output.txt,1.481,83.8,1.117,0.589,0.916,1.484,14.33,a,b,0
spice/generated/nor2_0311.cir,spice/outputs/nor2_0311_output.txt,1.55,77.4,1.743,1.642,1.514,1.234,11.97,b,a,0
spice/generated/nor2_0312.cir,spice/outputs/nor2_0312_output.txt,1.777,21.9,0.613,1.692,1.653,1.104,15.25,b,a,0
spice/generated/nor2_0313.cir,spice/outputs/nor2_0313_output.txt,1.673,40.5,1.373,1.803,1.771,0.64,19.47,b,a,0
spice/generated/nor2_0314.cir,spice/outputs/nor2_0314_output.txt,1.91,91.3,1.097,1.952,1.737,1.242,7.13,b,a,0
spice/generated/nor2_0315.cir,spice/outputs/nor2_0315_output.txt,1.603,55.4,1.349,1.228,1.016,1.524,1.92,a,b,0
spice/generated/nor2_0316.cir,spice/outputs/nor2_0316_output.txt,1.776,98.1,0.524,1.894,0.737,1.185,19.84,b,a,0
spice/generated/nor2_0317.cir,spice/outputs/nor2_0317_output.txt,1.521,73.6,0.698,1.475,0.738,1.899,6.21,b,a,0
spice/generated/nor2_0318.cir,spice/outputs/nor2_0318_output.txt,1.55,21.4,1.856,0.748,1.095,0.958,14.29,a,b,0
spice/generated/nor2_0319.cir,spice/outputs/nor2_0319_output.txt,1.658,-25.0,0.643,0.82,0.617,1.391,10.87,b,a,0
spice/generated/nor2_0320.cir,spice/outputs/nor2_0320_output.txt,1.406,74.8,1.726,1.982,1.133,0.698,2.35,b,a,0
spice/generated/nor2_0321.cir,spice/outputs/nor2_0321_output.txt,1.454,93.0,0.655,1.051,0.949,1.074,16.45,a,b,0
spice/generated/nor2_0322.cir,spice/outputs/nor2_0322_output.txt,1.785,71.7,0.603,1.345,1.415,0.746,7.67,a,b,0
spice/generated/nor2_0323.cir,spice/outputs/nor2_0323_output.txt,1.777,-15.0,1.118,1.53,1.79,0.63,2.91,a,b,0
spice/generated/nor2_0324.cir,spice/outputs/nor2_0324_output.txt,1.754,23.4,1.945,0.972,0.71,0.915,2.6,b,a,0
spice/generated/nor2_0325.cir,spice/outputs/nor2_0325_output.txt,1.867,73.9,1.772,1.488,0.952,1.277,10.68,b,a,0
spice/generated/nor2_0326.cir,spice/outputs/nor2_0326_output.txt,1.577,-31.0,1.847,1.932,1.242,0.669,10.49,a,b,0
spice/generated/nor2_0327.cir,spice/outputs/nor2_0327_output.txt,1.717,121.3,1.98,1.901,0.698,1.791,11.8,b,a,0
spice/generated/nor2_0328.cir,spice/outputs/nor2_0328_output.txt,1.728,-11.5,1.207,1.981,0.609,1.381,1.26,a,b,0
spice/generated/nor2_0329.cir,spice/outputs/nor2_0329_output.txt,1.424,-30.0,1.684,1.26,1.443,1.252,8.89,b,a,0
spice/generated/nor2_0330.cir,spice/outputs/nor2_0330_output.txt,1.449,48.5,1.424,0.916,0.965,1.267,4.86,a,b,0
spice/generated/nor2_0331.cir,spice/outputs/nor2_0331_output.txt,1.722,24.5,1.451,1.752,1.522,0.599,14.27,a,b,0
spice/generated/nor2_0332.cir,spice/outputs/nor2_0332_output.txt,1.435,-25.8,1.152,1.18,1.413,0.964,15.09,a,b,0
spice/generated/nor2_0333.cir,spice/outputs/nor2_0333_output.txt,1.472,76.8,1.552,0.746,1.93,1.285,15.88,b,a,0
spice/generated/nor2_0334.cir,spice/outputs/nor2_0334_output.txt,1.5,-19.1,1.672,0.903,1.83,1.657,1.56,b,a,0
spice/generated/nor2_0335.cir,spice/outputs/nor2_0335_output.txt,1.563,-29.5,1.568,1.365,0.616,1.183,7.84,b,a,0
spice/generated/nor2_0336.cir,spice/outputs/nor2_0336_output.txt,1.916,-12.5,0.736,1.66,1.841,1.511,3.19,a,b,0
spice/generated/nor2_0337.cir,spice/outputs/nor2_0337_output.txt,1.426,102.4,0.867,1.208,1.074,0.725,18.69,a,b,0
spice/generated/nor2_0338.cir,spice/outputs/nor2_0338_output.txt,1.732,110.8,1.611,1.129,0.983,1.124,14.69,b,a,0
spice/generated/nor2_0339.cir,spice/outputs/nor2_0339_output.txt,1.896,54.3,0.679,1.51,0.579,0.835,10.8,a,b,0
spice/generated/nor2_0340.cir,spice/outputs/nor2_0340_output.txt,1.972,-28.6,1.198,0.923,1.767,0.991,11.51,a,b,0
spice/generated/nor2_0341.cir,spice/outputs/nor2_0341_output.txt,1.621,8.1,1.677,1.609,0.864,1.052,19.47,a,b,0
spice/generated/nor2_0342.cir,spice/outputs/nor2_0342_output.txt,1.839,50.2,1.694,0.726,1.899,0.536,11.29,a,b,0
spice/generated/nor2_0343.cir,spice/outputs/nor2_0343_output.txt,1.971,-39.8,1.486,1.774,1.591,0.656,11.07,a,b,0
spice/generated/nor2_0344.cir,spice/outputs/nor2_0344_output.txt,1.652,118.6,1.959,0.714,0.92,0.566,5.4,b,a,0
spice/generated/nor2_0345.cir,spice/outputs/nor2_0345_output.txt,1.821,21.5,1.962,0.627,0.643,0.7,16.58,a,b,0
spice/generated/nor2_0346.cir,spice/outputs/nor2_0346_output.txt,1.755,-29.7,1.494,0.696,0.938,1.776,18.59,b,a,0
spice/generated/nor2_0347.cir,spice/outputs/nor2_0347_output.txt,1.82,81.3,0.977,0.908,0.612,0.804,15.82,a,b,0
spice/generated/nor2_0348.cir,spice/outputs/nor2_0348_output.txt,1.493,-12.9,1.199,1.11,1.304,1.947,4.95,b,a,0
spice/generated/nor2_0349.cir,spice/outputs/nor2_0349_output.txt,1.678,100.7,0.636,1.711,0.956,1.557,12.46,a,b,0
spice/generated/nor2_0350.cir,spice/outputs/nor2_0350_output.txt,1.902,14.1,0.637,0.872,1.034,1.27,13.87,b,a,0
spice/generated/nor2_0351.cir,spice/outputs/nor2_0351_output.txt,1.892,-11.3,1.928,1.782,1.334,1.325,2.8,a,b,0
spice/generated/nor2_0352.cir,spice/outputs/nor2_0352_output.txt,1.882,-16.9,0.518,1.746,1.974,0.696,16.65,b,a,0
spice/generated/nor2_0353.cir,spice/outputs/nor2_0353_output.txt,1.812,114.7,0.626,1.379,1.876,0.612,19.95,a,b,0
spice/generated/nor2_0354.cir,spice/outputs/nor2_0354_output.txt,1.941,33.2,0.693,1.858,1.744,0.997,1.81,b,a,0
spice/generated/nor2_0355.cir,spice/outputs/nor2_0355_output.txt,1.43,112.5,1.15,1.587,1.244,1.074,9.11,b,a,0
spice/generated/nor2_0356.cir,spice/outputs/nor2_0356_output.txt,1.529,-9.1,0.92,1.825,0.552,1.429,5.67,b,a,0
spice/generated/nor2_0357.cir,spice/outputs/nor2_0357_output.txt,1.699,105.7,1.219,0.632,1.075,1.129,13.21,a,b,0
spice/generated/nor2_0358.cir,spice/outputs/nor2_0358_output.txt,1.778,92.4,1.692,1.984,1.673,1.039,11.35,b,a,0
spice/generated/nor2_0359.cir,spice/outputs/nor2_0359_output.txt,1.606,53.3,0.982,0.906,0.539,1.396,1.56,b,a,0
spice/generated/nor2_0360.cir,spice/outputs/nor2_0360_output.txt,1.435,123.6,1.294,1.65,1.999,1.961,2.9,a,b,0
spice/generated/nor2_0361.cir,spice/outputs/nor2_0361_output.txt,1.56,94.7,1.876,0.584,1.995,0.829,17.08,b,a,0
spice/generated/nor2_0362.cir,spice/outputs/nor2_0362_output.txt,1.613,98.5,1.768,0.764,1.389,1.709,14.25,a,b,0
spice/generated/nor2_0363.cir,spice/outputs/nor2_0363_output.txt,1.822,18.0,1.351,0.713,1.923,1.755,16.4,b,a,0
spice/generated/nor2_0364.cir,spice/outputs/nor2_0364_output.txt,1.725,-11.0,0.557,0.584,1.402,0.53,10.08,b,a,0
spice/generated/nor2_0365.cir,spice/outputs/nor2_0365_output.txt,1.951,-6.8,0.696,1.575,1.878,1.766,7.15,a,b,0
spice/generated/nor2_0366.cir,spice/outputs/nor2_0366_output.txt,1.489,76.3,0.712,0.666,1.289,1.047,2.38,b,a,0
spice/generated/nor2_0367.cir,spice/outputs/nor2_0367_output.txt,1.752,15.5,0.984,1.964,1.599,1.155,13.15,b,a,0
spice/generated/nor2_0368.cir,spice/outputs/nor2_0368_output.txt,1.79,-11.3,1.953,1.54,1.893,1.68,5.24,a,b,0
spice/generated/nor2_0369.cir,spice/outputs/nor2_0369_output.txt,1.627,81.1,0.942,0.767,0.503,1.553,11.88,a,b,0
spice/generated/nor2_0370.cir,spice/outputs/nor2_0370_output.txt,1.509,12.5,1.713,1.417,1.459,0.656,10.43,b,a,0
spice/generated/nor2_0371.cir,spice/outputs/nor2_0371_output.txt,1.847,-0.7,1.974,0.752,1.828,0.633,14.47,b,a,0
spice/generated/nor2_0372.cir,spice/outputs/nor2_0372_output.txt,1.668,3.8,0.874,0.602,0.885,0.662,1.02,b,a,0
spice/generated/nor2_0373.cir,spice/outputs/nor2_0373_output.txt,1.663,29.2,0.75,1.121,1.823,1.027,8.13,b,a,0
spice/generated/nor2_0374.cir,spice/outputs/nor2_0374_output.txt,1.873,55.4,1.637,0.838,1.177,1.699,1.63,a,b,0
spice/generated/nor2_0375.cir,spice/outputs/nor2_0375_output.txt,1.591,117.0,0.611,0.755,1.063,1.598,11.39,a,b,0
spice/generated/nor2_0376.cir,spice/outputs/nor2_0376_output.txt,1.603,122.6,1.84,1.557,1.147,1.48,12.54,b,a,0
spice/generated/nor2_0377.cir,spice/outputs/nor2_0377_output.txt,1.494,-23.3,0.808,0.785,1.546,1.583,14.87,b,a,0
spice/generated/nor2_0378.cir,spice/outputs/nor2_0378_output.txt,1.796,9.1,0.644,1.089,1.324,1.236,2.04,a,b,0
spice/generated/nor2_0379.cir,spice/outputs/nor2_0379_output.txt,1.657,8.6,1.493,1.4,0.8,0.539,4.25,b,a,0
spice/generated/nor2_0380.cir,spice/outputs/nor2_0380_output.txt,1.986,38.1,0.673,1.677,1.206,1.842,6.04,b,a,0
spice/generated/nor2_0381.cir,spice/outputs/nor2_0381_output.txt,1.511,106.1,1.054,1.169,0.895,1.198,5.3,b,a,0
spice/generated/nor2_0382.cir,spice/outputs/nor2_0382_output.txt,1.739,-15.1,1.545,0.645,1.502,1.712,8.87,a,b,0
spice/generated/nor2_0383.cir,spice/outputs/nor2_0383_output.txt,1.732,98.7,1.728,1.128,1.303,1.8,10.02,a,b,0
spice/generated/nor2_0384.cir,spice/outputs/nor2_0384_output.txt,1.686,-27.0,1.854,1.571,1.253,1.851,16.21,a,b,0
spice/generated/nor2_0385.cir,spice/outputs/nor2_0385_output.txt,1.472,84.9,0.759,1.977,1.958,1.713,3.4,b,a,0
spice/generated/nor2_0386.cir,spice/outputs/nor2_0386_output.txt,1.447,72.7,0.803,1.734,0.722,1.393,7.08,a,b,0
spice/generated/nor2_0387.cir,spice/outputs/nor2_0387_output.txt,1.452,51.8,1.328,1.785,1.28,1.876,1.23,b,a,0
spice/generated/nor2_0388.cir,spice/outputs/nor2_0388_output.txt,1.468,-15.3,1.35,1.374,1.947,0.65,3.01,a,b,0
spice/generated/nor2_0389.cir,spice/outputs/nor2_0389_output.txt,1.871,103.1,1.82,1.817,0.896,1.482,11.87,b,a,0
spice/generated/nor2_0390.cir,spice/outputs/nor2_0390_output.txt,1.422,5.4,0.716,1.413,1.54,0.558,17.9,b,a,0
spice/generated/nor2_0391.cir,spice/outputs/nor2_0391_output.txt,1.814,-31.9,1.213,0.903,1.059,1.007,16.08,b,a,0
spice/generated/nor2_0392.cir,spice/outputs/nor2_0392_output.txt,1.568,41.1,1.544,0.647,1.803,0.702,19.51,b,a,0
spice/generated/nor2_0393.cir,spice/outputs/nor2_0393_output.txt,1.864,12.9,1.593,1.407,0.634,1.163,18.36,b,a,0
spice/generated/nor2_0394.cir,spice/outputs/nor2_0394_output.txt,1.845,85.3,1.801,1.732,1.273,0.738,6.91,b,a,0
spice/generated/nor2_0395.cir,spice/outputs/nor2_0395_output.txt,1.481,100.5,1.819,0.543,0.789,1.749,16.9,a,b,0
spice/generated/nor2_0396.cir,spice/outputs/nor2_0396_output.txt,1.42,-31.7,1.041,0.799,1.053,1.196,8.54,a,b,0
spice/generated/nor2_0397.cir,spice/outputs/nor2_0397_output.txt,1.809,-0.1,1.233,1.169,1.941,1.212,11.48,b,a,0
spice/generated/nor2_0398.cir,spice/outputs/nor2_0398_output.txt,1.498,107.6,1.623,1.533,0.928,1.08,4.1,a,b,0
spice/generated/nor2_0399.cir,spice/outputs/nor2_0399_output.txt,1.914,66.8,1.517,0.904,1.114,0.53,15.83,a,b,0
spice/generated/nor2_0400.cir,spice/outputs/nor2_0400_output.txt,1.684,-18.2,0.76,1.701,0.836,1.413,18.92,b,a,0
