deck_file,output_file,vdd,temp,width_p,width_n,cload
spice/generated/inverter_0252.cir,spice/outputs/inverter_0252_output.txt,1.491,-29.8,0.655,1.849,7.53
spice/generated/inverter_0253.cir,spice/outputs/inverter_0253_output.txt,1.829,43.3,0.759,0.872,9.32
spice/generated/inverter_0254.cir,spice/outputs/inverter_0254_output.txt,1.664,46.3,0.738,1.059,6.37
spice/generated/inverter_0255.cir,spice/outputs/inverter_0255_output.txt,1.645,15.8,1.397,1.684,13.3
spice/generated/inverter_0256.cir,spice/outputs/inverter_0256_output.txt,1.44,-24.4,1.518,0.926,14.75
spice/generated/inverter_0257.cir,spice/outputs/inverter_0257_output.txt,1.794,109.5,1.81,1.0,12.07
spice/generated/inverter_0258.cir,spice/outputs/inverter_0258_output.txt,1.485,17.7,1.952,1.548,8.45
spice/generated/inverter_0259.cir,spice/outputs/inverter_0259_output.txt,1.757,114.8,0.964,1.065,16.04
spice/generated/inverter_0260.cir,spice/outputs/inverter_0260_output.txt,1.888,70.6,1.743,1.608,14.02
spice/generated/inverter_0261.cir,spice/outputs/inverter_0261_output.txt,1.716,66.6,1.135,1.043,7.89
spice/generated/inverter_0262.cir,spice/outputs/inverter_0262_output.txt,1.508,-4.7,1.922,1.229,5.3
spice/generated/inverter_0263.cir,spice/outputs/inverter_0263_output.txt,1.483,-27.3,1.767,0.652,15.65
spice/generated/inverter_0264.cir,spice/outputs/inverter_0264_output.txt,1.901,105.8,0.557,1.005,15.56
spice/generated/inverter_0265.cir,spice/outputs/inverter_0265_output.txt,1.479,22.2,0.743,1.747,15.65
spice/generated/inverter_0266.cir,spice/outputs/inverter_0266_output.txt,1.885,-12.7,1.157,1.116,13.85
spice/generated/inverter_0267.cir,spice/outputs/inverter_0267_output.txt,1.543,33.3,0.927,1.623,9.53
spice/generated/inverter_0268.cir,spice/outputs/inverter_0268_output.txt,1.72,11.1,1.713,1.204,16.87
spice/generated/inverter_0269.cir,spice/outputs/inverter_0269_output.txt,1.621,116.3,1.977,1.193,6.35
spice/generated/inverter_0270.cir,spice/outputs/inverter_0270_output.txt,1.629,47.0,1.949,1.725,16.22
spice/generated/inverter_0271.cir,spice/outputs/inverter_0271_output.txt,1.483,1.3,1.462,1.811,11.54
spice/generated/inverter_0272.cir,spice/outputs/inverter_0272_output.txt,1.462,99.6,1.777,0.928,15.5
spice/generated/inverter_0273.cir,spice/outputs/inverter_0273_output.txt,1.564,109.4,0.721,1.156,18.98
spice/generated/inverter_0274.cir,spice/outputs/inverter_0274_output.txt,1.533,34.4,1.024,0.54,2.01
spice/generated/inverter_0275.cir,spice/outputs/inverter_0275_output.txt,1.701,-1.1,1.992,1.062,1.54
spice/generated/inverter_0276.cir,spice/outputs/inverter_0276_output.txt,1.958,98.5,1.475,1.687,3.61
spice/generated/inverter_0277.cir,spice/outputs/inverter_0277_output.txt,1.572,96.9,1.544,0.708,14.41
spice/generated/inverter_0278.cir,spice/outputs/inverter_0278_output.txt,1.669,-39.1,0.619,0.884,16.86
spice/generated/inverter_0279.cir,spice/outputs/inverter_0279_output.txt,1.729,80.0,1.292,0.667,6.47
spice/generated/inverter_0280.cir,spice/outputs/inverter_0280_output.txt,1.581,-32.1,1.13,1.691,9.69
spice/generated/inverter_0281.cir,spice/outputs/inverter_0281_output.txt,1.467,109.3,1.395,0.525,10.79
spice/generated/inverter_0282.cir,spice/outputs/inverter_0282_output.txt,1.545,-16.3,1.144,1.422,5.57
spice/generated/inverter_0283.cir,spice/outputs/inverter_0283_output.txt,1.65,69.6,0.628,1.962,2.29
spice/generated/inverter_0284.cir,spice/outputs/inverter_0284_output.txt,1.716,43.7,1.982,1.331,8.42
spice/generated/inverter_0285.cir,spice/outputs/inverter_0285_output.txt,1.682,64.9,1.972,0.88,1.31
spice/generated/inverter_0286.cir,spice/outputs/inverter_0286_output.txt,1.873,16.9,1.599,1.442,15.66
spice/generated/inverter_0287.cir,spice/outputs/inverter_0287_output.txt,1.841,14.9,0.567,1.319,16.46
spice/generated/inverter_0288.cir,spice/outputs/inverter_0288_output.txt,1.505,88.6,1.197,1.543,13.0
spice/generated/inverter_0289.cir,spice/outputs/inverter_0289_output.txt,1.887,-29.6,1.664,1.187,6.58
spice/generated/inverter_0290.cir,spice/outputs/inverter_0290_output.txt,1.426,-7.1,0.563,1.9,10.79
spice/generated/inverter_0291.cir,spice/outputs/inverter_0291_output.txt,1.993,49.6,0.88,1.63,4.63
spice/generated/inverter_0292.cir,spice/outputs/inverter_0292_output.txt,1.614,88.8,1.799,0.998,3.37
spice/generated/inverter_0293.cir,spice/outputs/inverter_0293_output.txt,1.621,106.8,1.615,1.842,8.35
spice/generated/inverter_0294.cir,spice/outputs/inverter_0294_output.txt,1.984,41.9,1.246,1.886,10.87
spice/generated/inverter_0295.cir,spice/outputs/inverter_0295_output.txt,1.881,80.0,0.618,1.404,16.62
spice/generated/inverter_0296.cir,spice/outputs/inverter_0296_output.txt,1.727,13.0,0.62,1.491,6.82
spice/generated/inverter_0297.cir,spice/outputs/inverter_0297_output.txt,1.762,30.3,1.535,1.027,1.8
spice/generated/inverter_0298.cir,spice/outputs/inverter_0298_output.txt,1.922,18.2,1.997,0.912,19.62
spice/generated/inverter_0299.cir,spice/outputs/inverter_0299_output.txt,1.969,-27.6,1.456,1.045,16.22
spice/generated/inverter_0300.cir,spice/outputs/inverter_0300_output.txt,1.808,117.2,0.714,1.411,15.84
spice/generated/inverter_0301.cir,spice/outputs/inverter_0301_output.txt,1.421,-28.9,1.668,1.049,8.27
spice/generated/inverter_0302.cir,spice/outputs/inverter_0302_output.txt,1.74,59.8,1.519,1.923,8.07
spice/generated/inverter_0303.cir,spice/outputs/inverter_0303_output.txt,1.858,54.7,1.294,1.097,13.34
spice/generated/inverter_0304.cir,spice/outputs/inverter_0304_output.txt,1.55,-21.3,1.604,1.249,8.35
spice/generated/inverter_0305.cir,spice/outputs/inverter_0305_output.txt,1.737,3.2,0.89,1.169,19.93
spice/generated/inverter_0306.cir,spice/outputs/inverter_0306_output.txt,1.571,111.2,1.237,0.684,17.2
spice/generated/inverter_0307.cir,spice/outputs/inverter_0307_output.txt,1.671,108.3,1.168,0.632,13.96
spice/generated/inverter_0308.cir,spice/outputs/inverter_0308_output.txt,1.907,12.7,1.021,0.597,11.3
spice/generated/inverter_0309.cir,spice/outputs/inverter_0309_output.txt,1.935,100.5,1.568,1.891,13.12
spice/generated/inverter_0310.cir,spice/outputs/inverter_0310_output.txt,1.876,43.9,0.682,0.801,3.64
spice/generated/inverter_0311.cir,spice/outputs/inverter_0311_output.txt,1.874,-35.7,1.331,1.053,16.27
spice/generated/inverter_0312.cir,spice/outputs/inverter_0312_output.txt,1.731,61.0,0.629,0.964,19.99
spice/generated/inverter_0313.cir,spice/outputs/inverter_0313_output.txt,1.831,46.7,1.654,1.735,2.4
spice/generated/inverter_0314.cir,spice/outputs/inverter_0314_output.txt,1.983,66.0,1.175,1.52,7.55
spice/generated/inverter_0315.cir,spice/outputs/inverter_0315_output.txt,1.927,88.7,1.46,0.773,19.36
spice/generated/inverter_0316.cir,spice/outputs/inverter_0316_output.txt,1.66,110.3,0.583,0.686,3.91
spice/generated/inverter_0317.cir,spice/outputs/inverter_0317_output.txt,1.499,13.2,1.564,1.019,18.88
spice/generated/inverter_0318.cir,spice/outputs/inverter_0318_output.txt,1.937,99.6,0.876,1.453,11.47
spice/generated/inverter_0319.cir,spice/outputs/inverter_0319_output.txt,1.475,10.0,1.3,1.254,4.2
spice/generated/inverter_0320.cir,spice/outputs/inverter_0320_output.txt,1.965,-14.6,1.488,1.581,12.5
spice/generated/inverter_0321.cir,spice/outputs/inverter_0321_output.txt,1.906,53.0,1.738,0.543,1.86
spice/generated/inverter_0322.cir,spice/outputs/inverter_0322_output.txt,1.785,55.2,1.477,1.65,8.92
spice/generated/inverter_0323.cir,spice/outputs/inverter_0323_output.txt,1.783,42.2,1.441,0.935,19.18
spice/generated/inverter_0324.cir,spice/outputs/inverter_0324_output.txt,1.69,92.8,1.527,0.946,2.39
spice/generated/inverter_0325.cir,spice/outputs/inverter_0325_output.txt,1.436,32.5,1.226,0.806,12.53
spice/generated/inverter_0326.cir,spice/outputs/inverter_0326_output.txt,1.588,78.5,1.601,1.791,19.53
spice/generated/inverter_0327.cir,spice/outputs/inverter_0327_output.txt,1.478,21.1,1.342,0.979,9.86
spice/generated/inverter_0328.cir,spice/outputs/inverter_0328_output.txt,1.56,0.9,0.645,0.935,8.3
spice/generated/inverter_0329.cir,spice/outputs/inverter_0329_output.txt,1.769,1.0,1.798,0.74,7.22
spice/generated/inverter_0330.cir,spice/outputs/inverter_0330_output.txt,1.747,11.6,1.645,1.247,10.78
spice/generated/inverter_0331.cir,spice/outputs/inverter_0331_output.txt,1.699,10.9,0.535,1.918,10.6
spice/generated/inverter_0332.cir,spice/outputs/inverter_0332_output.txt,1.98,-4.5,1.029,0.576,10.4
spice/generated/inverter_0333.cir,spice/outputs/inverter_0333_output.txt,1.929,68.0,1.206,1.305,17.1
spice/generated/inverter_0334.cir,spice/outputs/inverter_0334_output.txt,1.659,105.6,1.591,1.646,7.95
spice/generated/inverter_0335.cir,spice/outputs/inverter_0335_output.txt,1.64,54.1,0.792,1.33,2.4
spice/generated/inverter_0336.cir,spice/outputs/inverter_0336_output.txt,1.703,86.1,0.92,1.984,13.93
spice/generated/inverter_0337.cir,spice/outputs/inverter_0337_output.txt,1.471,120.9,1.091,1.692,7.44
spice/generated/inverter_0338.cir,spice/outputs/inverter_0338_output.txt,1.963,84.6,0.799,1.264,10.5
spice/generated/inverter_0339.cir,spice/outputs/inverter_0339_output.txt,1.427,-17.4,1.0,1.211,9.68
spice/generated/inverter_0340.cir,spice/outputs/inverter_0340_output.txt,1.764,45.1,0.992,1.42,4.09
spice/generated/inverter_0341.cir,spice/outputs/inverter_0341_output.txt,1.994,82.0,0.949,1.005,16.74
spice/generated/inverter_0342.cir,spice/outputs/inverter_0342_output.txt,1.719,76.9,0.95,1.724,8.0
spice/generated/inverter_0343.cir,spice/outputs/inverter_0343_output.txt,1.804,121.7,1.376,1.695,14.78
spice/generated/inverter_0344.cir,spice/outputs/inverter_0344_output.txt,1.813,-35.6,1.212,1.951,15.88
spice/generated/inverter_0345.cir,spice/outputs/inverter_0345_output.txt,1.866,55.3,1.582,1.375,4.24
spice/generated/inverter_0346.cir,spice/outputs/inverter_0346_output.txt,1.777,62.3,1.762,0.722,13.93
spice/generated/inverter_0347.cir,spice/outputs/inverter_0347_output.txt,1.419,116.5,0.665,0.528,6.96
spice/generated/inverter_0348.cir,spice/outputs/inverter_0348_output.txt,1.491,73.9,1.116,1.662,18.49
spice/generated/inverter_0349.cir,spice/outputs/inverter_0349_output.txt,1.924,81.4,0.593,0.707,4.94
spice/generated/inverter_0350.cir,spice/outputs/inverter_0350_output.txt,1.595,69.3,1.288,0.971,4.29
spice/generated/inverter_0351.cir,spice/outputs/inverter_0351_output.txt,1.947,16.5,1.031,1.658,14.7
spice/generated/inverter_0352.cir,spice/outputs/inverter_0352_output.txt,1.786,74.4,1.415,0.788,5.68
spice/generated/inverter_0353.cir,spice/outputs/inverter_0353_output.txt,1.735,-2.9,1.959,0.946,6.49
spice/generated/inverter_0354.cir,spice/outputs/inverter_0354_output.txt,1.524,76.3,0.976,1.023,18.74
spice/generated/inverter_0355.cir,spice/outputs/inverter_0355_output.txt,1.877,5.1,0.683,1.515,8.21
spice/generated/inverter_0356.cir,spice/outputs/inverter_0356_output.txt,1.988,95.0,1.932,1.707,6.52
spice/generated/inverter_0357.cir,spice/outputs/inverter_0357_output.txt,1.573,77.8,1.02,1.164,5.87
spice/generated/inverter_0358.cir,spice/outputs/inverter_0358_output.txt,1.687,-6.7,1.308,1.9,14.23
spice/generated/inverter_0359.cir,spice/outputs/inverter_0359_output.txt,1.482,61.6,1.38,0.864,13.73
spice/generated/inverter_0360.cir,spice/outputs/inverter_0360_output.txt,1.719,65.3,0.579,1.12,14.63
spice/generated/inverter_0361.cir,spice/outputs/inverter_0361_output.txt,1.46,87.2,0.508,1.326,18.65
spice/generated/inverter_0362.cir,spice/outputs/inverter_0362_output.txt,1.644,114.3,1.818,1.216,4.79
spice/generated/inverter_0363.cir,spice/outputs/inverter_0363_output.txt,1.978,13.0,1.469,1.862,2.7
spice/generated/inverter_0364.cir,spice/outputs/inverter_0364_output.txt,1.744,48.3,1.585,1.905,18.35
spice/generated/inverter_0365.cir,spice/outputs/inverter_0365_output.txt,1.505,105.6,0.764,1.879,19.95
spice/generated/inverter_0366.cir,spice/outputs/inverter_0366_output.txt,1.638,41.7,1.905,1.943,18.59
spice/generated/inverter_0367.cir,spice/outputs/inverter_0367_output.txt,1.926,-38.5,1.352,0.661,19.68
spice/generated/inverter_0368.cir,spice/outputs/inverter_0368_output.txt,1.571,123.2,1.315,1.241,18.83
spice/generated/inverter_0369.cir,spice/outputs/inverter_0369_output.txt,1.911,37.2,0.789,0.669,4.09
spice/generated/inverter_0370.cir,spice/outputs/inverter_0370_output.txt,1.675,2.4,0.779,1.605,16.02
spice/generated/inverter_0371.cir,spice/outputs/inverter_0371_output.txt,1.741,85.0,0.763,1.784,18.04
spice/generated/inverter_0372.cir,spice/outputs/inverter_0372_output.txt,1.896,45.0,0.63,1.504,4.51
spice/generated/inverter_0373.cir,spice/outputs/inverter_0373_output.txt,1.484,13.4,0.872,0.891,5.47
spice/generated/inverter_0374.cir,spice/outputs/inverter_0374_output.txt,1.852,117.4,0.953,1.584,1.22
spice/generated/inverter_0375.cir,spice/outputs/inverter_0375_output.txt,1.792,74.3,0.593,0.677,6.83
spice/generated/inverter_0376.cir,spice/outputs/inverter_0376_output.txt,1.643,42.9,1.843,1.555,6.91
spice/generated/inverter_0377.cir,spice/outputs/inverter_0377_output.txt,1.47,111.2,0.943,1.422,5.16
spice/generated/inverter_0378.cir,spice/outputs/inverter_0378_output.txt,1.48,-14.7,1.622,1.409,8.9
spice/generated/inverter_0379.cir,spice/outputs/inverter_0379_output.txt,1.73,37.7,1.306,1.496,5.15
spice/generated/inverter_0380.cir,spice/outputs/inverter_0380_output.txt,1.548,84.5,1.81,0.623,9.49
spice/generated/inverter_0381.cir,spice/outputs/inverter_0381_output.txt,1.822,-27.1,1.346,0.593,11.41
spice/generated/inverter_0382.cir,spice/outputs/inverter_0382_output.txt,1.703,54.5,0.725,0.992,10.89
spice/generated/inverter_0383.cir,spice/outputs/inverter_0383_output.txt,1.47,-6.1,1.375,0.636,10.7
spice/generated/inverter_0384.cir,spice/outputs/inverter_0384_output.txt,1.885,34.8,1.27,1.185,2.1
spice/generated/inverter_0385.cir,spice/outputs/inverter_0385_output.txt,1.677,93.1,1.585,1.094,16.51
spice/generated/inverter_0386.cir,spice/outputs/inverter_0386_output.txt,1.847,55.4,0.568,1.017,2.21
spice/generated/inverter_0387.cir,spice/outputs/inverter_0387_output.txt,1.996,114.2,0.604,1.901,1.6
spice/generated/inverter_0388.cir,spice/outputs/inverter_0388_output.txt,1.645,86.9,1.649,1.967,13.27
spice/generated/inverter_0389.cir,spice/outputs/inverter_0389_output.txt,1.652,123.8,1.074,1.804,18.23
spice/generated/inverter_0390.cir,spice/outputs/inverter_0390_output.txt,1.625,72.7,1.493,1.309,13.42
spice/generated/inverter_0391.cir,spice/outputs/inverter_0391_output.txt,1.609,-10.6,1.306,1.293,14.83
spice/generated/inverter_0392.cir,spice/outputs/inverter_0392_output.txt,1.534,-39.4,0.534,0.948,13.8
spice/generated/inverter_0393.cir,spice/outputs/inverter_0393_output.txt,1.727,47.8,1.735,0.871,7.58
spice/generated/inverter_0394.cir,spice/outputs/inverter_0394_output.txt,1.565,114.7,1.588,0.669,16.38
spice/generated/inverter_0395.cir,spice/outputs/inverter_0395_output.txt,1.652,86.4,1.826,0.523,4.92
spice/generated/inverter_0396.cir,spice/outputs/inverter_0396_output.txt,1.461,-34.5,1.397,1.555,1.92
spice/generated/inverter_0397.cir,spice/outputs/inverter_0397_output.txt,1.844,26.4,0.852,0.826,17.41
spice/generated/inverter_0398.cir,spice/outputs/inverter_0398_output.txt,1.434,43.1,0.934,1.724,14.9
spice/generated/inverter_0399.cir,spice/outputs/inverter_0399_output.txt,1.591,58.7,1.509,0.981,6.73
spice/generated/inverter_0400.cir,spice/outputs/inverter_0400_output.txt,1.486,68.9,0.832,0.951,2.16
spice/generated/inverter_0401.cir,spice/outputs/inverter_0401_output.txt,1.969,105.2,1.867,1.439,9.12
spice/generated/inverter_0402.cir,spice/outputs/inverter_0402_output.txt,1.697,120.4,1.912,1.507,15.93
spice/generated/inverter_0403.cir,spice/outputs/inverter_0403_output.txt,1.591,28.7,0.724,1.065,15.33
spice/generated/inverter_0404.cir,spice/outputs/inverter_0404_output.txt,1.684,100.1,0.951,1.561,16.31
spice/generated/inverter_0405.cir,spice/outputs/inverter_0405_output.txt,1.949,52.8,1.952,1.336,3.55
spice/generated/inverter_0406.cir,spice/outputs/inverter_0406_output.txt,1.546,-6.4,1.47,1.883,17.1
spice/generated/inverter_0407.cir,spice/outputs/inverter_0407_output.txt,1.455,79.6,0.786,0.903,13.8
spice/generated/inverter_0408.cir,spice/outputs/inverter_0408_output.txt,1.762,104.1,0.782,1.643,14.76
spice/generated/inverter_0409.cir,spice/outputs/inverter_0409_output.txt,1.735,39.1,1.804,0.999,19.18
spice/generated/inverter_0410.cir,spice/outputs/inverter_0410_output.txt,1.409,114.6,1.943,0.676,19.99
spice/generated/inverter_0411.cir,spice/outputs/inverter_0411_output.txt,1.687,0.0,1.407,0.807,18.39
spice/generated/inverter_0412.cir,spice/outputs/inverter_0412_output.txt,1.731,88.0,1.071,1.3,7.83
spice/generated/inverter_0413.cir,spice/outputs/inverter_0413_output.txt,1.557,44.6,1.246,0.648,19.65
spice/generated/inverter_0414.cir,spice/outputs/inverter_0414_output.txt,1.682,98.6,1.871,1.056,8.86
spice/generated/inverter_0415.cir,spice/outputs/inverter_0415_output.txt,1.738,-3.5,0.719,0.891,18.76
spice/generated/inverter_0416.cir,spice/outputs/inverter_0416_output.txt,1.747,28.9,0.729,0.995,8.22
spice/generated/inverter_0417.cir,spice/outputs/inverter_0417_output.txt,1.9,42.4,1.482,1.527,5.89
spice/generated/inverter_0418.cir,spice/outputs/inverter_0418_output.txt,1.893,119.5,1.463,1.236,4.2
spice/generated/inverter_0419.cir,spice/outputs/inverter_0419_output.txt,1.877,-12.1,1.58,1.232,18.42
spice/generated/inverter_0420.cir,spice/outputs/inverter_0420_output.txt,1.725,65.9,0.588,0.551,17.09
spice/generated/inverter_0421.cir,spice/outputs/inverter_0421_output.txt,1.967,70.3,1.647,1.119,17.01
spice/generated/inverter_0422.cir,spice/outputs/inverter_0422_output.txt,1.539,76.7,0.514,1.259,8.09
spice/generated/inverter_0423.cir,spice/outputs/inverter_0423_output.txt,1.771,70.0,1.425,1.225,10.27
spice/generated/inverter_0424.cir,spice/outputs/inverter_0424_output.txt,1.404,51.0,0.518,1.294,6.22
spice/generated/inverter_0425.cir,spice/outputs/inverter_0425_output.txt,1.986,-37.2,1.72,1.511,16.32
spice/generated/inverter_0426.cir,spice/outputs/inverter_0426_output.txt,1.946,-22.3,0.644,0.723,4.65
spice/generated/inverter_0427.cir,spice/outputs/inverter_0427_output.txt,1.716,94.5,0.901,1.095,8.09
spice/generated/inverter_0428.cir,spice/outputs/inverter_0428_output.txt,1.644,53.2,1.985,0.839,14.0
spice/generated/inverter_0429.cir,spice/outputs/inverter_0429_output.txt,1.909,67.9,1.787,1.639,2.78
spice/generated/inverter_0430.cir,spice/outputs/inverter_0430_output.txt,1.628,51.2,0.584,0.514,4.26
spice/generated/inverter_0431.cir,spice/outputs/inverter_0431_output.txt,1.7,31.6,1.677,1.349,17.3
spice/generated/inverter_0432.cir,spice/outputs/inverter_0432_output.txt,1.457,47.1,0.564,0.817,17.49
spice/generated/inverter_0433.cir,spice/outputs/inverter_0433_output.txt,1.933,38.5,0.57,0.612,18.59
spice/generated/inverter_0434.cir,spice/outputs/inverter_0434_output.txt,1.94,53.0,0.549,1.893,6.98
spice/generated/inverter_0435.cir,spice/outputs/inverter_0435_output.txt,1.977,56.9,1.628,1.569,8.57
spice/generated/inverter_0436.cir,spice/outputs/inverter_0436_output.txt,1.446,-13.2,0.861,1.752,8.39
spice/generated/inverter_0437.cir,spice/outputs/inverter_0437_output.txt,1.938,14.7,1.633,0.71,19.78
spice/generated/inverter_0438.cir,spice/outputs/inverter_0438_output.txt,1.834,42.6,1.961,0.581,9.3
spice/generated/inverter_0439.cir,spice/outputs/inverter_0439_output.txt,1.903,16.2,1.654,1.932,8.54
spice/generated/inverter_0440.cir,spice/outputs/inverter_0440_output.txt,1.864,-35.1,0.91,1.989,10.32
spice/generated/inverter_0441.cir,spice/outputs/inverter_0441_output.txt,1.613,115.3,1.148,1.52,13.55
spice/generated/inverter_0442.cir,spice/outputs/inverter_0442_output.txt,1.451,62.1,1.697,1.57,2.56
spice/generated/inverter_0443.cir,spice/outputs/inverter_0443_output.txt,1.493,77.4,1.451,1.609,7.02
spice/generated/inverter_0444.cir,spice/outputs/inverter_0444_output.txt,1.464,-39.1,0.962,1.04,6.13
spice/generated/inverter_0445.cir,spice/outputs/inverter_0445_output.txt,1.48,-9.1,1.173,1.332,8.75
spice/generated/inverter_0446.cir,spice/outputs/inverter_0446_output.txt,1.416,18.4,0.64,1.397,7.16
spice/generated/inverter_0447.cir,spice/outputs/inverter_0447_output.txt,1.631,8.2,1.082,0.627,18.12
spice/generated/inverter_0448.cir,spice/outputs/inverter_0448_output.txt,1.943,121.4,1.358,0.754,8.23
spice/generated/inverter_0449.cir,spice/outputs/inverter_0449_output.txt,1.483,9.7,1.24,0.595,9.26
spice/generated/inverter_0450.cir,spice/outputs/inverter_0450_output.txt,1.653,39.9,0.615,0.878,5.69
spice/generated/inverter_0451.cir,spice/outputs/inverter_0451_output.txt,1.775,58.0,0.793,0.66,6.79
spice/generated/inverter_0452.cir,spice/outputs/inverter_0452_output.txt,1.969,14.8,1.43,1.706,7.26
spice/generated/inverter_0453.cir,spice/outputs/inverter_0453_output.txt,1.601,94.6,1.789,1.961,3.59
spice/generated/inverter_0454.cir,spice/outputs/inverter_0454_output.txt,1.592,116.3,0.801,0.971,19.33
spice/generated/inverter_0455.cir,spice/outputs/inverter_0455_output.txt,1.981,8.1,1.542,1.237,11.94
spice/generated/inverter_0456.cir,spice/outputs/inverter_0456_output.txt,1.545,22.0,1.725,1.089,3.16
spice/generated/inverter_0457.cir,spice/outputs/inverter_0457_output.txt,1.738,57.7,1.318,1.523,11.45
spice/generated/inverter_0458.cir,spice/outputs/inverter_0458_output.txt,1.972,36.2,1.563,1.158,6.54
spice/generated/inverter_0459.cir,spice/outputs/inverter_0459_output.txt,1.816,95.1,1.693,1.114,10.49
spice/generated/inverter_0460.cir,spice/outputs/inverter_0460_output.txt,1.78,-0.1,1.488,1.573,15.99
spice/generated/inverter_0461.cir,spice/outputs/inverter_0461_output.txt,1.444,123.5,1.219,1.101,10.63
spice/generated/inverter_0462.cir,spice/outputs/inverter_0462_output.txt,1.952,74.1,1.315,1.686,7.83
spice/generated/inverter_0463.cir,spice/outputs/inverter_0463_output.txt,1.937,48.6,1.457,0.627,15.61
spice/generated/inverter_0464.cir,spice/outputs/inverter_0464_output.txt,1.795,18.6,1.47,0.566,19.69
spice/generated/inverter_0465.cir,spice/outputs/inverter_0465_output.txt,1.806,25.9,1.629,1.949,9.18
spice/generated/inverter_0466.cir,spice/outputs/inverter_0466_output.txt,1.406,2.7,1.266,1.278,12.03
spice/generated/inverter_0467.cir,spice/outputs/inverter_0467_output.txt,1.745,33.6,1.087,1.659,12.18
spice/generated/inverter_0468.cir,spice/outputs/inverter_0468_output.txt,1.7,16.9,0.537,0.657,8.9
spice/generated/inverter_0469.cir,spice/outputs/inverter_0469_output.txt,1.977,-20.8,1.911,0.713,6.93
spice/generated/inverter_0470.cir,spice/outputs/inverter_0470_output.txt,1.673,-5.9,1.224,1.214,9.33
spice/generated/inverter_0471.cir,spice/outputs/inverter_0471_output.txt,1.818,12.6,0.95,1.715,3.19
spice/generated/inverter_0472.cir,spice/outputs/inverter_0472_output.txt,1.91,66.9,1.516,0.747,19.69
spice/generated/inverter_0473.cir,spice/outputs/inverter_0473_output.txt,1.546,-11.2,0.74,1.34,19.21
spice/generated/inverter_0474.cir,spice/outputs/inverter_0474_output.txt,1.539,26.8,0.777,1.461,9.21
spice/generated/inverter_0475.cir,spice/outputs/inverter_0475_output.txt,1.418,61.3,0.796,1.388,8.39
spice/generated/inverter_0476.cir,spice/outputs/inverter_0476_output.txt,1.823,-6.0,1.628,1.713,2.19
spice/generated/inverter_0477.cir,spice/outputs/inverter_0477_output.txt,1.461,103.9,0.78,0.989,9.69
spice/generated/inverter_0478.cir,spice/outputs/inverter_0478_output.txt,1.557,102.3,1.292,1.459,12.34
spice/generated/inverter_0479.cir,spice/outputs/inverter_0479_output.txt,1.767,56.9,1.022,1.768,12.73
spice/generated/inverter_0480.cir,spice/outputs/inverter_0480_output.txt,1.888,76.5,0.946,1.422,2.61
spice/generated/inverter_0481.cir,spice/outputs/inverter_0481_output.txt,1.48,-20.6,0.958,0.775,14.18
spice/generated/inverter_0482.cir,spice/outputs/inverter_0482_output.txt,1.706,29.0,0.707,1.076,4.53
spice/generated/inverter_0483.cir,spice/outputs/inverter_0483_output.txt,1.781,74.4,1.468,2.0,11.54
spice/generated/inverter_0484.cir,spice/outputs/inverter_0484_output.txt,1.694,-16.9,0.972,1.177,2.02
spice/generated/inverter_0485.cir,spice/outputs/inverter_0485_output.txt,1.615,-38.4,0.705,1.723,19.31
spice/generated/inverter_0486.cir,spice/outputs/inverter_0486_output.txt,1.703,41.7,1.527,1.123,16.96
spice/generated/inverter_0487.cir,spice/outputs/inverter_0487_output.txt,1.693,-26.4,0.546,1.642,6.55
spice/generated/inverter_0488.cir,spice/outputs/inverter_0488_output.txt,1.565,48.7,0.752,1.186,15.11
spice/generated/inverter_0489.cir,spice/outputs/inverter_0489_output.txt,1.86,50.7,0.67,0.671,15.73
spice/generated/inverter_0490.cir,spice/outputs/inverter_0490_output.txt,1.894,20.5,1.734,0.562,14.66
spice/generated/inverter_0491.cir,spice/outputs/inverter_0491_output.txt,1.728,123.3,0.654,1.745,15.28
spice/generated/inverter_0492.cir,spice/outputs/inverter_0492_output.txt,1.579,124.9,1.175,1.023,16.52
spice/generated/inverter_0493.cir,spice/outputs/inverter_0493_output.txt,1.663,124.0,1.663,0.855,16.4
spice/generated/inverter_0494.cir,spice/outputs/inverter_0494_output.txt,1.753,17.9,1.566,1.449,4.15
spice/generated/inverter_0495.cir,spice/outputs/inverter_0495_output.txt,1.484,-5.9,0.81,0.589,7.67
spice/generated/inverter_0496.cir,spice/outputs/inverter_0496_output.txt,1.569,48.9,0.985,1.556,6.5
spice/generated/inverter_0497.cir,spice/outputs/inverter_0497_output.txt,1.56,101.6,1.978,1.519,2.81
spice/generated/inverter_0498.cir,spice/outputs/inverter_0498_output.txt,1.978,89.6,1.878,1.989,17.47
spice/generated/inverter_0499.cir,spice/outputs/inverter_0499_output.txt,1.476,102.9,0.875,1.567,16.74
